RawMaterial,Description,Manufactur,ManufacturPN,QPA,Vendor#,Vendor name,LeadTime,Usage,FinishedGood
01106088-AL1,PCB FR4 4L 2P X1312 Fender LH Rev:05,,,1,,,121,100,6971-0009-05
01106088-AL1 1,PCB FR4 4L 2P X1312 Fender LH Rev:05,RAYBEN,39000EA,1,12529,Rayben technologies (HK) limited,121,100,6971-0009-05
01106088-AL1 2,PCB FR4 4L 2P X1312 Fender LH Rev:05,ONPRESS,S00432062BTA0,1,12449,Onpress PCB Limited,121,100,6971-0009-05
04-011723-01,S/P Sn96.5/Ag3.0/Cu0.5 TLF-204-111M,TAMURA,TLF-204-111M,0.6,10076,PROVEEDORA DE AISLANTES ELECTRICOS,35,100,6971-0009-05
18115721-AL1 1,CHIP RES;180R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07180RL,4,10184,YAGEO CORPORATION,112,100,6971-0009-05
18115721-AL1 2,CHIP RES;180R 1% 100PPM 0805 1/8W,WALSIN,MR08X1800FTL,4,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18115721-AL1 3,CHIP RES;180R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1800F,4,10646,MOUSER ELECTRONICS INC.,112,100,6971-0009-05
18115721-AL1 4,CHIP RES;180R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805180RFKEA,4,10299,FUTURE ELECTRONICS CORP.,112,100,6971-0009-05
18115735-AL1,CHIP RES;1.15K 1% 100PPM 0603 1/10W,,,5,,,98,100,6971-0009-05
18115735-AL1 1,CHIP RES;1.15K 1% 100PPM 0603 1/10W,WALSIN,MR06X1151FTL,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18115735-AL1 2,CHIP RES;1.15K 1% 100PPM 0603 1/10W,KOA,RK73H1JTTD1151F,5,,,98,100,6971-0009-05
18115735-AL1 3,CHIP RES;1.15K 1% 100PPM 0603 1/10W,VISHAY,CRCW06031K15FKEA,5,10646,MOUSER ELECTRONICS INC.,98,100,6971-0009-05
18115752-AL1,CHIP RES;13K 1% 100PPM 0603 1/10W,,,4,,,98,100,6971-0009-05
18115752-AL1 1,CHIP RES;13K 1% 100PPM 0603 1/10W,KOA,RK73H1JTTD1302F,4,10646,MOUSER ELECTRONICS INC.,98,100,6971-0009-05
18115752-AL1 2,CHIP RES;13K 1% 100PPM 0603 1/10W,WALSIN,MR06X1302FTLV,4,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18115752-AL1 3,CHIP RES;13K 1% 100PPM 0603 1/10W,VISHAY,CRCW060313K0FKEA,4,10299,FUTURE ELECTRONICS CORP.,98,100,6971-0009-05
18115754-AL1,CHIP RES;1K 1% 100PPM 0805 1/8W,,,2,,,112,100,6971-0009-05
18115754-AL1 1,CHIP RES;1K 1% 100PPM 0805 1/8W,VISHAY,CRCW08051K00FKEA,2,,,112,100,6971-0009-05
18115754-AL1 2,CHIP RES;1K 1% 100PPM 0805 1/8W,WALSIN,MR08X1001FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18115754-AL1 3,CHIP RES;1K 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1001F,2,,,112,100,6971-0009-05
18115754-AL1 4,CHIP RES;1K 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-071KL,2,10184,YAGEO CORPORATION,112,100,6971-0009-05
18115755-AL1,CHIP RES;10R 1% 100PPM 0603 1/10W,,,5,,,98,100,6971-0009-05
18115755-AL1 1,CHIP RES;10R 1% 100PPM 0603 1/10W,VISHAY,CRCW060310R0FKEA,5,,,98,100,6971-0009-05
18115755-AL1 2,CHIP RES;10R 1% 100PPM 0603 1/10W,KOA,RK73H1JTTD10R0F,5,,,98,100,6971-0009-05
18115755-AL1 3,CHIP RES;10R 1% 100PPM 0603 1/10W,YAGEO,AC0603FR-0710RL,5,,,98,100,6971-0009-05
18115755-AL1 4,CHIP RES;10R 1% 100PPM 0603 1/10W,WALSIN,MR06X10R0FTL,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18115759-AL1,CHIP RES;15K 1% 100PPM 0805 1/8W,,,3,,,112,100,6971-0009-05
18115759-AL1 1,CHIP RES;15K 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1502F,3,,,112,100,6971-0009-05
18115759-AL1 2,CHIP RES;15K 1% 100PPM 0805 1/8W,VISHAY,CRCW080515K0JNEA,3,,,112,100,6971-0009-05
18115759-AL1 3,CHIP RES;15K 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0715KL,3,10184,YAGEO CORPORATION,112,100,6971-0009-05
18115759-AL1 4,CHIP RES;15K 1% 100PPM 0805 1/8W,WALSIN,MR08X1502FTL,3,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18115760-AL1,CHIP RES;15K 1% 100PPM 0603 1/8W,,,5,,,112,100,6971-0009-05
18115760-AL1 1,CHIP RES;15K 1% 100PPM 0603 1/8W,WALSIN,MR06X1502FTL,5,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18115760-AL1 2,CHIP RES;15K 1% 100PPM 0603 1/8W,VISHAY,CRCW060315K0FKEA,5,,,112,100,6971-0009-05
18115760-AL1 3,CHIP RES;15K 1% 100PPM 0603 1/8W,KOA,RK73H1JTTD1502F,5,11016,DiGiKey Corporation,112,100,6971-0009-05
18115760-AL1 4,CHIP RES;15K 1% 100PPM 0603 1/8W,YAGEO,AC0603FR-0715KL,5,10184,YAGEO CORPORATION,112,100,6971-0009-05
18115764-AL1,CHIP RES;10K 1% 100PPM 0805 1/8W,,,3,,,112,100,6971-0009-05
18115764-AL1 1,CHIP RES;10K 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1002F,3,,,112,100,6971-0009-05
18115764-AL1 2,CHIP RES;10K 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0710KL,3,10184,YAGEO CORPORATION,112,100,6971-0009-05
18115764-AL1 3,CHIP RES;10K 1% 100PPM 0805 1/8W,WALSIN,MR08X1002FTL,3,,,112,100,6971-0009-05
18115764-AL1 4,CHIP RES;10K 1% 100PPM 0805 1/8W,VISHAY,CRCW080510K0FKEA,3,,,112,100,6971-0009-05
18115766-AL1,CHIP RES;12.1K 1% 100PPM 0603 1/8W,,,7,,,112,100,6971-0009-05
18115766-AL1 1,CHIP RES;12.1K 1% 100PPM 0603 1/8W,WALSIN,MR06X1212FTL,7,10271,WALSIN TECHNOLOGY CORPORATION,112,100,6971-0009-05
18115766-AL1 2,CHIP RES;12.1K 1% 100PPM 0603 1/8W,VISHAY,CRCW060312K1FKEA,7,10299,FUTURE ELECTRONICS CORP.,112,100,6971-0009-05
18115766-AL1 3,CHIP RES;12.1K 1% 100PPM 0603 1/8W,YAGEO,AC0603FR-0712K1L,7,10184,YAGEO CORPORATION,112,100,6971-0009-05
18115766-AL1 4,CHIP RES;12.1K 1% 100PPM 0603 1/8W,KOA,RK73H1JTTD1212F,7,,,112,100,6971-0009-05
18116201-AL1,CHIP RES;1K 1% 100PPM 0603 1/10W,,,3,,,98,100,6971-0009-05
18116201-AL1 1,CHIP RES;1K 1% 100PPM 0603 1/10W,WALSIN,MR06X1001FTLV,3,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116201-AL1 2,CHIP RES;1K 1% 100PPM 0603 1/10W,KOA,RK73H1JTTD1001F,3,,,98,100,6971-0009-05
18116201-AL1 3,CHIP RES;1K 1% 100PPM 0603 1/10W,VISHAY,CRCW06031K00FKEA,3,,,98,100,6971-0009-05
18116201-AL1 4,CHIP RES;1K 1% 100PPM 0603 1/10W,YAGEO,AC0603FR-071KL,3,10184,YAGEO CORPORATION,98,100,6971-0009-05
18116276-ALM305,CHIP RES;10R 1% 100PPM 0805 1/8W,,,5,,,98,100,6971-0009-05
18116276-ALM305 1,CHIP RES;10R 1% 100PPM 0805 1/8W,VISHAY,CRCW080510R0FKEA,5,,,98,100,6971-0009-05
18116276-ALM305 2,CHIP RES;10R 1% 100PPM 0805 1/8W,WALSIN,MR08X10R0FTL,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116276-ALM305 3,CHIP RES;10R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0710RL,5,,,98,100,6971-0009-05
18116276-ALM305 4,CHIP RES;10R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD10R0F,5,,,98,100,6971-0009-05
18116277-ALM306,CHIP RES;10R 1% 100PPM 0805 1/8W,,,5,,,98,100,6971-0009-05
18116277-ALM306 1,CHIP RES;10R 1% 100PPM 0805 1/8W,VISHAY,CRCW080510R0FKEA,5,,,98,100,6971-0009-05
18116277-ALM306 2,CHIP RES;10R 1% 100PPM 0805 1/8W,WALSIN,MR08X10R0FTL,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116277-ALM306 3,CHIP RES;10R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0710RL,5,,,98,100,6971-0009-05
18116277-ALM306 4,CHIP RES;10R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD10R0F,5,,,98,100,6971-0009-05
18116278-ALM307,CHIP RES;10R 1% 100PPM 0805 1/8W,,,5,,,98,100,6971-0009-05
18116278-ALM307 1,CHIP RES;10R 1% 100PPM 0805 1/8W,VISHAY,CRCW080510R0FKEA,5,,,98,100,6971-0009-05
18116278-ALM307 2,CHIP RES;10R 1% 100PPM 0805 1/8W,WALSIN,MR08X10R0FTL,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116278-ALM307 3,CHIP RES;10R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0710RL,5,,,98,100,6971-0009-05
18116278-ALM307 4,CHIP RES;10R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD10R0F,5,,,98,100,6971-0009-05
18116279-ALM308,CHIP RES;10R 1% 100PPM 0805 1/8W,,,5,,,98,100,6971-0009-05
18116279-ALM308 1,CHIP RES;10R 1% 100PPM 0805 1/8W,VISHAY,CRCW080510R0FKEA,5,,,98,100,6971-0009-05
18116279-ALM308 2,CHIP RES;10R 1% 100PPM 0805 1/8W,WALSIN,MR08X10R0FTL,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116279-ALM308 3,CHIP RES;10R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0710RL,5,,,98,100,6971-0009-05
18116279-ALM308 4,CHIP RES;10R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD10R0F,5,,,98,100,6971-0009-05
18116284-ALM309,CHIP RES;13R 1% 100PPM 0805 1/8W,,,5,,,98,100,6971-0009-05
18116284-ALM309 1,CHIP RES;13R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD13R0F,5,,,98,100,6971-0009-05
18116284-ALM309 2,CHIP RES;13R 1% 100PPM 0805 1/8W,VISHAY,CRCW080513R0FKEA,5,,,98,100,6971-0009-05
18116284-ALM309 3,CHIP RES;13R 1% 100PPM 0805 1/8W,WALSIN,MR08X13R0FTLV,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116284-ALM309 4,CHIP RES;13R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0713RL,5,,,98,100,6971-0009-05
18116285-ALM310,CHIP RES;13R 1% 100PPM 0805 1/8W,,,5,,,98,100,6971-0009-05
18116285-ALM310 1,CHIP RES;13R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD13R0F,5,,,98,100,6971-0009-05
18116285-ALM310 2,CHIP RES;13R 1% 100PPM 0805 1/8W,VISHAY,CRCW080513R0FKEA,5,,,98,100,6971-0009-05
18116285-ALM310 3,CHIP RES;13R 1% 100PPM 0805 1/8W,WALSIN,MR08X13R0FTLV,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116285-ALM310 4,CHIP RES;13R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0713RL,5,,,98,100,6971-0009-05
18116286-ALM311,CHIP RES;13R 1% 100PPM 0805 1/8W,,,5,,,98,100,6971-0009-05
18116286-ALM311 1,CHIP RES;13R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD13R0F,5,,,98,100,6971-0009-05
18116286-ALM311 2,CHIP RES;13R 1% 100PPM 0805 1/8W,VISHAY,CRCW080513R0FKEA,5,,,98,100,6971-0009-05
18116286-ALM311 3,CHIP RES;13R 1% 100PPM 0805 1/8W,WALSIN,MR08X13R0FTLV,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116286-ALM311 4,CHIP RES;13R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0713RL,5,,,98,100,6971-0009-05
18116287-ALM312,CHIP RES;13R 1% 100PPM 0805 1/8W,,,5,,,98,100,6971-0009-05
18116287-ALM312 1,CHIP RES;13R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD13R0F,5,,,98,100,6971-0009-05
18116287-ALM312 2,CHIP RES;13R 1% 100PPM 0805 1/8W,VISHAY,CRCW080513R0FKEA,5,,,98,100,6971-0009-05
18116287-ALM312 3,CHIP RES;13R 1% 100PPM 0805 1/8W,WALSIN,MR08X13R0FTLV,5,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116287-ALM312 4,CHIP RES;13R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-0713RL,5,,,98,100,6971-0009-05
18116513-ALM129,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116513-ALM129 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116513-ALM129 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116513-ALM129 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116513-ALM129 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116514-ALM130,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116514-ALM130 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116514-ALM130 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116514-ALM130 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116514-ALM130 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116515-ALM131,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116515-ALM131 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116515-ALM131 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116515-ALM131 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116515-ALM131 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,,,98,100,6971-0009-05
18116516-ALM132,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116516-ALM132 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116516-ALM132 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116516-ALM132 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116516-ALM132 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116517-ALM141,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116517-ALM141 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116517-ALM141 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116517-ALM141 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116517-ALM141 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116518-ALM142,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116518-ALM142 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116518-ALM142 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116518-ALM142 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116518-ALM142 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116519-ALM143,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116519-ALM143 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116519-ALM143 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116519-ALM143 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116519-ALM143 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116520-ALM144,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116520-ALM144 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116520-ALM144 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116520-ALM144 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116520-ALM144 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116529-ALM133,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116529-ALM133 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116529-ALM133 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116529-ALM133 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116529-ALM133 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116530-ALM134,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116530-ALM134 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116530-ALM134 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116530-ALM134 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116530-ALM134 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116531-ALM135,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116531-ALM135 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116531-ALM135 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116531-ALM135 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116531-ALM135 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116532-ALM136,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116532-ALM136 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116532-ALM136 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116532-ALM136 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116532-ALM136 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116533-ALM145,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116533-ALM145 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116533-ALM145 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116533-ALM145 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116533-ALM145 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116534-ALM146,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116534-ALM146 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116534-ALM146 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116534-ALM146 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116534-ALM146 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116535-ALM147,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116535-ALM147 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116535-ALM147 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116535-ALM147 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116535-ALM147 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116536-ALM148,CHIP RES;150R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116536-ALM148 1,CHIP RES;150R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805150RFKEA,2,,,98,100,6971-0009-05
18116536-ALM148 2,CHIP RES;150R 1% 100PPM 0805 1/8W,WALSIN,MR08X1500FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116536-ALM148 3,CHIP RES;150R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1500F,2,,,98,100,6971-0009-05
18116536-ALM148 4,CHIP RES;150R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07150RL,2,,,98,100,6971-0009-05
18116646-ALM153,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116646-ALM153 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116646-ALM153 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116646-ALM153 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116646-ALM153 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116647-ALM154,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116647-ALM154 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116647-ALM154 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116647-ALM154 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116647-ALM154 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116648-ALM155,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116648-ALM155 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116648-ALM155 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116648-ALM155 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116648-ALM155 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116649-ALM156,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
18116649-ALM156 1,CHIP RES;100R 1% 100PPM 0805 1/8W,KOA,RK73H2ATTD1000F,2,,,98,100,6971-0009-05
18116649-ALM156 2,CHIP RES;100R 1% 100PPM 0805 1/8W,VISHAY,CRCW0805100RFKEA,2,,,98,100,6971-0009-05
18116649-ALM156 3,CHIP RES;100R 1% 100PPM 0805 1/8W,YAGEO,AC0805FR-07100RL,2,,,98,100,6971-0009-05
18116649-ALM156 4,CHIP RES;100R 1% 100PPM 0805 1/8W,WALSIN,MR08X1000FTL,2,10271,WALSIN TECHNOLOGY CORPORATION,98,100,6971-0009-05
18116650-ALM165,CHIP RES;100R 1% 100PPM 0805 1/8W,,,2,,,98,100,6971-0009-05
